element_idx,element_type,jens,jeans
411,H,0.690145,0.413569
412,R,0.433561,0.192319
413,R,0.556183,0.224174
414,R,0.617546,0.472365
415,H,0.766362,0.413569
416,P,0.528631,0.358512
417,P,0.397037,0.211901
418,P,0.384644,0.136088
419,T,0.428499,0.190268
420,T,0.433709,0.180934
421,T,0.316165,0.130889
422,T,0.384029,0.150987
423,T,0.630664,0.333494
424,T,0.569725,0.298032
425,T,0.588108,0.389388
426,H,0.791752,0.429765
427,H,0.605726,0.300639
428,R,0.511786,0.251072
429,R,0.581287,0.282445
430,H,0.7958,0.485974
431,H,0.855706,0.301865
432,H,0.567013,0.20407
433,R,0.511786,0.191695
434,R,0.644799,0.285016
435,H,0.7958,0.485974
436,H,0.677584,0.460645
437,R,0.671427,0.235394
438,R,0.564974,0.223743
439,R,0.569588,0.451407
440,H,0.677584,0.342567
441,R,0.65206,0.303772
442,R,0.564974,0.311577
443,R,0.540751,0.414465
444,R,0.559411,0.355167
445,R,0.71292,0.44683
446,H,0.799439,0.434262
447,H,0.782795,0.358071
448,R,0.54633,0.336665
449,R,0.624515,0.29747
450,H,0.675838,0.53775
451,P,0.494534,0.221126
452,P,0.408105,0.210492
453,P,0.31926,0.173146
454,H,0.894193,0.40434
455,R,0.590983,0.289119
456,R,0.631091,0.254988
457,P,0.432293,0.206198
458,P,0.526745,0.258188
459,H,0.843811,0.400755
460,R,0.621141,0.303772
461,R,0.640641,0.311577
462,R,0.540751,0.414465
463,H,0.770972,0.272012
464,R,0.759253,0.39169
465,R,0.540342,0.348225
466,R,0.610035,0.456475
467,R,0.767562,0.650718
468,R,0.532031,0.364975
469,R,0.675026,0.536741
470,H,0.679551,0.284918
471,H,0.645263,0.333134
472,R,0.749403,0.387932
473,R,0.423,0.250618
474,R,0.822243,0.547524
475,H,0.880702,0.48546
476,H,0.795565,0.356468
477,R,0.728935,0.379062
478,R,0.423623,0.240428
479,R,0.787941,0.518842
480,R,0.700657,0.493876
481,T,0.749203,0.543349
482,R,0.713442,0.437541
483,R,0.62729,0.315705
484,R,0.49725,0.255181
485,T,0.673283,0.402393
486,T,0.399491,0.232537
487,T,0.659754,0.515778
488,T,0.845577,0.691247
489,R,0.740549,0.503804
490,T,0.657005,0.58696
491,T,0.688417,0.597764
492,H,0.765455,0.366152
493,R,0.733862,0.507766
494,R,0.70511,0.453648
495,T,0.639276,0.401704
496,T,0.526518,0.386563
497,P,0.209849,0.0820822
498,P,0.380646,0.265614
499,P,0.566755,0.318375
500,T,0.247697,0.0853996
501,T,0.235714,0.0803577
502,T,0.409638,0.193547
503,T,0.28148,0.0918028
504,T,0.510349,0.343552
505,T,0.590668,0.312319
506,H,0.752635,0.374432
507,P,0.355985,0.181018
508,P,0.415359,0.28784
509,R,0.746793,0.479197
510,T,0.433618,0.345135
511,P,0.366525,0.170262
512,P,0.481483,0.231107
513,P,0.54781,0.280303
514,P,0.309348,0.141932
515,P,0.461169,0.269848
516,T,0.455084,0.224103
517,T,0.43909,0.200382
518,T,0.48084,0.263094
519,T,0.534577,0.281489
520,T,0.508824,0.367965
521,T,0.471214,0.236879
522,H,0.784425,0.498886
523,P,0.636785,0.357831
524,P,0.432789,0.183895
525,P,0.250619,0.175311
526,T,0.53989,0.388395
527,R,0.570938,0.357184
528,R,0.741948,0.34569
529,R,0.734932,0.641773
530,T,0.695237,0.555421
531,T,0.577254,0.366055
