element_idx,element_type,jens,jeans
0,R,0.649451,0.426826
1,R,0.532967,0.223837
2,R,0.532967,0.23764
3,T,0.470479,0.359171
4,R,0.517581,0.157586
5,T,0.261927,0.16265
6,R,0.281978,0.191054
7,R,0.517581,0.289164
8,R,0.626692,0.355033
9,R,0.578922,0.358055
10,R,0.283328,0.215945
11,R,0.444314,0.201638
12,R,0.450724,0.167917
13,R,0.691125,0.35175
14,R,0.232609,0.13345
15,R,0.63067,0.336635
16,R,0.253645,0.120577
17,R,0.385451,0.296506
18,H,0.261962,0.0800989
19,H,0.634879,0.267117
20,T,0.57437,0.506206
21,R,0.626692,0.355033
22,R,0.554378,0.326764
23,R,0.68731,0.288987
24,P,0.353689,0.196275
25,P,0.649665,0.413192
26,P,0.324504,0.155383
27,P,0.282825,0.11572
28,R,0.449126,0.20692
29,R,0.406066,0.212233
30,H,0.601524,0.306061
31,H,0.454447,0.205249
32,R,0.72546,0.490134
33,R,0.72546,0.346676
34,R,0.536536,0.314075
35,R,0.536536,0.294907
36,R,0.541451,0.39705
37,R,0.281978,0.191054
38,R,0.75781,0.560155
39,R,0.541451,0.381741
40,R,0.78453,0.56381
41,R,0.79143,0.510273
42,R,0.367216,0.197646
43,R,0.7983,0.390869
44,R,0.293728,0.083169
45,R,0.545476,0.149877
46,R,0.203206,0.0498548
47,R,0.0367423,0.00743597
48,R,0.508893,0.250837
49,R,0.535693,0.247976
50,H,0.491599,0.0931669
51,H,-0.259694,-0.0319422
52,R,0.558163,0.397641
53,R,0.657613,0.289202
54,R,0.293728,0.109983
55,R,0.459293,0.318991
56,R,0.54889,0.297707
57,R,0.317694,0.139863
58,R,0.364169,0.237784
59,R,0.630209,0.322724
60,R,0.625026,0.38516
61,R,0.444718,0.293342
62,H,0.025299,0.0154818
63,H,-0.0853277,-0.0505466
64,R,0.372033,0.221453
65,R,0.372033,0.235193
66,H,-0.579257,-0.18371
67,H,0.481482,0.209233
68,R,0.419889,0.131799
69,R,0.494174,0.250306
70,R,-0.256385,-0.116168
71,R,0.718602,0.34468
72,R,0.323562,0.230103
73,R,0.323562,0.115553
74,H,0.0553464,0.0315944
75,H,0.437107,0.200624
76,R,0.0591352,0.0278019
77,R,-0.0385897,-0.0145832
78,R,0.218662,0.173883
79,R,0.494174,0.263149
80,H,0.447959,0.144972
81,H,0.740498,0.218633
82,H,0.650461,0.200443
83,H,0.745643,0.292451
84,H,0.181093,0.00808019
85,H,-0.505866,-0.0178003
86,H,0.264684,0.101858
87,H,0.184907,0.0124131
88,H,0.607447,0.177055
89,H,0.603553,0.189726
90,H,0.347157,0.158114
91,H,0.738814,0.147744
92,H,0.0661486,0.0387259
93,H,0.17408,0.0519893
94,H,0.256599,0.0549102
95,H,0.558147,0.239445
96,R,0.634298,0.518515
97,T,0.268515,0.180953
98,R,0.472809,0.300765
99,H,0.46951,0.194816
100,R,0.545558,0.278094
101,R,0.415914,0.189243
102,P,0.22987,0.124116
103,P,0.315463,0.186827
104,R,0.558432,0.485038
105,R,0.558432,0.247961
106,H,0.128466,0.0390682
107,H,0.555957,0.225163
108,R,0.604102,0.350459
109,R,0.586332,0.246997
110,R,-0.0057493,-0.00179125
111,R,0.223906,0.0619052
112,H,0.672484,0.31964
113,H,0.834206,0.347408
114,H,0.798521,0.254054
115,H,0.5498,0.229541
116,H,0.0139262,0.00755529
117,H,0.59106,0.303874
118,H,0.540839,0.126015
119,H,0.420134,0.0922456
120,R,0.437651,0.14955
121,H,0.603174,0.275098
122,H,0.636358,0.319144
123,R,0.475601,0.231286
124,H,0.757201,0.184632
125,H,0.309556,0.188925
126,H,0.437841,0.122539
127,H,0.153583,0.0326915
128,H,0.537479,0.217489
129,H,0.695807,0.145077
130,H,-0.114324,-0.0341068
131,H,0.800295,0.234514
132,H,0.254261,0.106945
133,H,0.656116,0.341464
134,H,0.650703,0.212948
135,H,0.848487,0.42157
136,H,0.290719,0.225176
137,H,0.320465,0.176781
138,H,-0.0760993,-0.0202127
139,H,0.820716,0.260933
140,H,0.779604,0.240354
141,H,0.481326,0.100482
142,H,0.399206,0.178788
143,H,0.73361,0.208309
144,H,0.565102,0.314038
145,R,0.276585,0.190174
146,T,0.49016,0.416033
147,R,0.344086,0.299261
148,R,0.721386,0.407323
149,R,0.553084,0.235992
150,P,0.157273,0.0882176
151,P,0.150639,0.102613
152,H,0.462558,0.149042
153,H,0.565102,0.256353
154,R,0.344086,0.299261
155,R,0.49921,0.218387
156,R,0.32801,0.130528
157,R,0.512865,0.223297
158,R,0.568753,0.212896
159,R,0.553084,0.235992
160,H,0.849721,0.295575
161,H,0.83728,0.392902
162,H,0.660646,0.242951
163,H,0.79766,0.283996
164,H,0.586618,0.171172
165,H,0.679219,0.390642
166,H,0.348909,0.135198
167,H,0.305147,0.128082
168,R,0.734976,0.519015
169,H,0.780037,0.183421
170,H,0.414633,0.322761
171,H,0.698498,0.24257
172,R,0.60615,0.29903
173,H,0.846766,0.499276
174,H,0.428775,0.0792739
175,H,0.862262,0.541149
176,H,0.378607,0.167728
177,H,0.671322,0.229526
178,H,-0.213368,-0.0547088
179,H,0.618549,0.14019
180,H,0.494766,0.203544
181,H,0.786478,0.33929
182,H,0.708203,0.456505
183,H,0.41806,0.218245
184,H,0.729984,0.183918
185,H,0.612715,0.273803
186,H,0.262874,0.101924
187,H,0.325659,0.14557
188,H,0.709722,0.301156
189,H,0.629393,0.284473
190,H,0.584903,0.275473
191,H,0.707057,0.368615
192,H,0.579677,0.19799
193,H,0.690001,0.279924
194,R,0.153384,0.0416139
195,R,0.524147,0.180805
196,R,0.274464,0.0919868
197,R,0.540319,0.259579
198,R,0.583257,0.175153
199,R,0.623346,0.313906
200,H,0.239052,0.0834938
201,H,0.751883,0.266362
202,R,0.524147,0.432341
203,R,0.566029,0.315033
204,R,0.67389,0.335037
205,R,-0.234486,-0.180068
206,R,0.491854,0.24521
207,R,0.14656,0.0603021
208,H,0.342072,0.194605
209,H,0.641185,0.154234
210,H,-0.0948421,-0.063878
211,H,-0.243908,-0.0938355
212,H,0.753213,0.391847
213,H,0.710322,0.271571
214,H,0.00779136,0.00134314
215,H,0.466428,0.245165
216,H,0.572491,0.332217
