element_idx,element_type,jens,jeans
339,T,0.750619,0.591039
340,T,0.306246,0.250953
341,T,0.783341,0.611181
342,T,0.86486,0.722953
343,R,0.57332,0.428729
344,R,0.718887,0.352233
345,P,0.338147,0.194349
346,P,0.352424,0.192516
347,R,0.470371,0.218224
348,R,0.536093,0.221904
349,H,0.467392,0.102244
350,P,0.434111,0.251176
351,P,0.148423,0.0892019
352,P,0.320165,0.222472
353,R,0.257764,0.0966684
354,R,0.386515,0.0922232
355,H,0.383089,0.283969
356,R,0.559461,0.22056
357,H,0.602423,0.393123
358,H,0.367902,0.0697461
359,R,0.367703,0.205774
360,R,0.320394,0.112524
361,R,0.770402,0.586483
362,R,0.530847,0.21603
363,P,0.295095,0.206535
364,P,0.465038,0.247285
365,T,0.654859,0.322547
366,T,0.644178,0.482821
367,T,0.433179,0.251389
368,T,0.649512,0.453003
369,R,0.777684,0.389819
370,H,0.572819,0.256931
371,R,0.492829,0.321109
372,H,0.546174,0.276236
373,R,0.530056,0.29435
374,R,0.291512,0.156656
375,H,0.129781,0.0751014
376,R,0.441581,0.201449
377,H,0.687865,0.363916
378,P,0.0768924,0.0242898
379,P,0.0862783,0.0492309
380,P,0.405566,0.154104
381,R,0.619543,0.325206
382,R,0.553689,0.238396
383,T,0.577592,0.37369
384,T,0.552474,0.44628
385,T,0.305441,0.138537
386,T,0.525359,0.463945
387,P,0.210556,0.158342
388,P,0.182863,0.102015
389,R,0.486434,0.210996
390,R,0.839894,0.373401
391,T,0.577857,0.538278
392,H,0.674956,0.251462
393,H,0.803207,0.300641
394,P,0.649824,0.394066
395,P,0.318024,0.162147
396,P,0.566683,0.319316
397,R,0.361013,0.153993
398,R,0.517979,0.227115
399,R,0.583321,0.37339
400,R,0.793228,0.379507
401,H,0.749128,0.377601
402,H,0.796358,0.38255
403,H,0.838433,0.520174
404,R,0.441581,0.192456
405,H,0.552268,0.201797
406,H,0.487183,0.234082
407,R,0.653542,0.494636
408,T,0.408662,0.380296
409,R,0.33474,0.122694
410,H,0.695889,0.438312
411,P,0.191584,0.175599
412,P,0.219667,0.143319
413,P,0.280173,0.153038
414,H,0.604459,0.312264
415,H,0.869251,0.502317
416,R,0.472612,0.174399
417,R,0.628093,0.32196
418,H,0.675078,0.35809
419,R,0.486406,0.323403
420,R,0.486406,0.313834
421,H,0.855056,0.386821
422,R,0.60771,0.422655
423,T,0.27894,0.182247
424,T,0.608834,0.390812
425,T,0.465558,0.254351
