element_idx,element_type,jens,jeans
3279,R,0.650777,0.586394
3280,H,0.983787,0.873598
3281,H,0.990471,0.804653
3282,H,0.952499,0.616694
3283,H,0.952499,0.602268
3284,H,0.993763,0.865933
3285,H,0.989546,0.790842
3286,H,0.992946,0.84661
3287,H,0.997124,0.813264
3288,H,0.992705,0.804624
3289,H,0.990541,0.796578
3290,H,0.959399,0.618316
3291,H,0.954954,0.673639
3292,H,0.989549,0.837846
3293,H,0.992756,0.799828
3294,H,0.992703,0.750281
3295,H,0.992703,0.773064
3296,H,0.871963,0.483265
3297,H,0.849801,0.483532
3298,R,0.623772,0.307517
3299,R,0.61259,0.354694
3300,R,0.635373,0.308675
3301,R,0.61259,0.354103
3302,R,0.643583,0.586394
3303,R,0.639527,0.573224
3304,H,0.842482,0.483168
3305,H,0.842482,0.483168
3306,R,0.650413,0.304782
3307,R,0.673006,0.351073
